rpm,voltage_v,current_a,power_elec_w,temperature_c,vibration_rms_g,throttle_pct,load_pct,efficiency_pct,residual_rpm,residual_current_a,residual_temperature_c,residual_vibration_g,norm_residual_rpm,norm_residual_current,norm_residual_temp,norm_residual_vibration,composite_residual_score,rolling_mean_rpm,rolling_std_rpm,rolling_mean_temp,rolling_std_temp,rolling_mean_vib,rolling_std_vib,thermal_slope_c_per_s,vibration_slope_g_per_s,electrical_loss_ratio,fault_class,is_anomaly,rul_hours,trajectory_id,step,severity
8895.7,14.8,28.38,419.93,92.89,0.529,78.41,73.73,56.19,81.0,4.81,11.96,0.023,0.68,6.01,4.78,0.29,4.23,8832.7,148.49,90.5,1.546,0.508,0.0265,0.259,0.0018,0.438,HIGH_LOAD,1,48.93,1,39,0.537
8976.5,14.81,29.2,432.43,94.32,0.497,79.51,74.46,56.36,45.1,4.9,13.02,-0.019,0.38,6.12,5.21,-0.24,4.37,8837.0,151.95,91.11,1.718,0.508,0.0265,0.309,-0.0019,0.436,HIGH_LOAD,1,46.86,1,40,0.558
8821.2,14.76,28.84,425.71,94.71,0.502,78.38,75.19,54.61,60.5,5.31,13.26,0.001,0.5,6.64,5.3,0.01,4.6,8823.0,146.16,91.71,1.826,0.505,0.0254,0.327,0.0012,0.454,HIGH_LOAD,1,44.78,1,41,0.579
8579.4,14.74,27.55,406.16,95.34,0.441,76.4,75.94,52.94,66.0,5.18,14.01,-0.038,0.55,6.47,5.6,-0.47,4.71,8822.7,146.64,92.36,1.842,0.501,0.0314,0.33,-0.0014,0.471,HIGH_LOAD,1,42.69,1,42,0.601
9111.9,14.79,31.35,463.69,96.66,0.566,81.31,76.69,55.85,32.0,5.87,14.75,0.036,0.27,7.34,5.9,0.45,4.93,8833.1,162.24,93.09,1.959,0.511,0.0344,0.349,0.0022,0.442,HIGH_LOAD,1,40.59,1,43,0.622
8521.9,14.78,27.54,407.01,96.79,0.462,76.46,77.46,52.33,5.6,4.93,15.01,-0.018,0.05,6.16,6.0,-0.22,4.75,8798.7,186.34,93.73,2.016,0.505,0.0369,0.312,-0.0026,0.477,HIGH_LOAD,1,38.49,1,44,0.644
8443.0,14.73,27.64,407.05,96.79,0.477,75.67,78.23,51.15,57.3,5.58,15.25,0.008,0.48,6.98,6.1,0.1,5.04,8749.1,207.17,94.29,2.009,0.502,0.0378,0.291,-0.0009,0.488,HIGH_LOAD,1,36.37,1,45,0.666
8289.1,14.93,26.78,399.91,96.64,0.484,73.52,79.01,49.54,45.2,5.33,15.44,0.027,0.38,6.66,6.18,0.34,5.04,8705.6,249.25,94.8,1.894,0.501,0.0381,0.283,-0.0003,0.505,HIGH_LOAD,1,34.24,1,46,0.688
8527.4,14.78,28.92,427.61,97.21,0.422,76.6,79.8,50.71,37.2,6.09,16.03,-0.056,0.31,7.61,6.41,-0.7,5.33,8701.8,251.62,95.36,1.669,0.494,0.0448,0.273,-0.0076,0.493,HIGH_LOAD,1,32.11,1,47,0.711
8452.1,14.84,28.52,423.32,97.69,0.475,75.6,80.6,50.15,53.3,6.04,16.61,0.005,0.44,7.55,6.64,0.06,5.39,8661.8,256.3,95.9,1.446,0.485,0.0394,0.267,-0.003,0.498,HIGH_LOAD,1,29.96,1,48,0.734
8295.6,14.84,28.06,416.4,97.64,0.459,74.1,81.41,48.47,78.3,6.4,16.82,0.004,0.65,8.0,6.73,0.05,5.6,8601.8,264.64,96.38,1.122,0.478,0.0372,0.184,-0.0021,0.515,HIGH_LOAD,1,27.81,1,49,0.757
8492.0,14.79,29.86,441.56,98.66,0.417,76.6,82.22,49.3,39.2,6.86,17.8,-0.058,0.33,8.57,7.12,-0.72,5.86,8553.4,234.2,96.81,1.08,0.471,0.0408,0.219,-0.0047,0.507,HIGH_LOAD,1,25.64,1,50,0.78
8679.4,14.78,31.02,458.44,99.55,0.489,78.49,83.05,50.98,38.1,6.88,18.41,-0.003,0.32,8.6,7.36,-0.04,5.88,8539.2,221.51,97.3,1.113,0.469,0.04,0.234,0.0027,0.49,HIGH_LOAD,1,23.47,1,51,0.804
8747.4,14.79,32.17,475.77,101.36,0.522,79.26,83.88,50.57,30.4,7.48,19.85,0.023,0.25,9.35,7.94,0.29,6.29,8556.0,230.12,97.9,1.465,0.477,0.0416,0.261,-0.0024,0.494,HIGH_LOAD,1,21.29,1,52,0.827
8729.9,14.81,32.23,477.4,101.96,0.56,79.04,84.72,50.37,40.9,7.57,20.13,0.063,0.34,9.46,8.05,0.79,6.37,8517.8,153.68,98.43,1.833,0.477,0.0404,0.287,0.0054,0.496,HIGH_LOAD,1,19.1,1,53,0.851
8598.7,14.7,31.76,466.99,103.37,0.501,78.58,85.56,49.48,40.2,7.68,21.39,0.016,0.34,9.6,8.56,0.2,6.58,8525.5,155.6,99.09,2.258,0.481,0.0406,0.366,0.0013,0.505,HIGH_LOAD,1,16.9,1,54,0.876
8440.3,14.78,30.99,458.0,103.79,0.469,77.21,86.42,47.99,1.2,7.43,21.8,-0.006,0.01,9.29,8.72,-0.08,6.59,8525.2,155.75,99.79,2.509,0.48,0.0408,0.397,-0.0008,0.52,HIGH_LOAD,1,14.7,1,55,0.9
8403.0,14.81,31.03,459.69,104.44,0.454,76.51,87.28,47.44,39.1,7.75,22.51,-0.015,0.33,9.69,9.0,-0.19,6.81,8536.6,141.59,100.57,2.619,0.477,0.0414,0.402,0.0018,0.526,HIGH_LOAD,1,12.49,1,56,0.925
8328.5,14.75,31.08,458.49,104.94,0.435,76.14,88.15,46.58,54.6,8.16,23.14,-0.026,0.46,10.2,9.26,-0.33,7.06,8516.7,154.83,101.34,2.655,0.478,0.0399,0.403,-0.0022,0.534,HIGH_LOAD,1,10.26,1,57,0.95
8118.2,14.79,29.73,439.85,104.77,0.447,74.09,89.03,45.22,61.4,7.85,23.3,0.004,0.51,9.81,9.32,0.05,7.0,8483.3,195.75,102.05,2.528,0.475,0.041,0.396,-0.0007,0.548,HIGH_LOAD,1,8.03,1,58,0.975
8257.9,14.9,31.2,464.93,105.41,0.42,75.22,89.92,45.28,32.2,8.29,24.03,-0.038,0.27,10.36,9.61,-0.48,7.26,8479.5,199.66,102.83,2.23,0.471,0.0441,0.375,0.0002,0.547,HIGH_LOAD,1,5.8,1,59,1.0
5050.3,14.77,7.38,109.02,41.56,0.233,42.72,52.48,33.61,66.3,0.51,-39.81,0.016,0.55,0.64,-15.92,0.2,8.82,5050.3,0.0,41.56,0.0,0.233,0.0,0.0,0.0,0.664,OVERHEATING,0,86.93,2,0,0.0
5018.3,14.82,6.82,101.12,44.6,0.201,42.62,52.48,35.55,29.1,-0.06,7.2,-0.016,0.24,-0.07,2.88,-0.2,3.89,5034.3,16.0,43.08,1.52,0.217,0.016,0.0,0.0,0.644,OVERHEATING,0,86.32,2,1,0.002
5172.0,14.82,7.58,112.31,48.43,0.238,43.94,52.48,35.04,26.9,0.3,8.86,0.012,0.22,0.37,3.54,0.15,4.1,5080.2,66.21,44.86,2.811,0.224,0.0164,1.717,0.0012,0.65,OVERHEATING,0,85.51,2,2,0.006
4821.7,14.79,6.26,92.5,50.5,0.193,40.98,52.48,34.47,35.9,-0.12,9.17,-0.012,0.3,-0.15,3.67,-0.15,4.08,5015.6,125.77,46.27,3.447,0.216,0.0195,1.49,-0.0067,0.655,OVERHEATING,0,84.62,2,3,0.011
5006.9,14.8,6.97,103.12,52.73,0.201,42.54,52.48,34.63,33.9,0.13,9.66,-0.015,0.28,0.16,3.86,-0.19,4.16,5013.8,112.54,47.56,4.022,0.213,0.0185,1.396,-0.004,0.654,OVERHEATING,0,83.67,2,4,0.018
5034.6,14.8,7.01,103.76,54.45,0.179,42.52,52.48,34.99,63.9,0.17,9.76,-0.037,0.53,0.21,3.9,-0.46,4.16,5017.3,103.03,48.71,4.48,0.208,0.0212,1.289,-0.0054,0.65,OVERHEATING,0,82.66,2,5,0.025
4877.6,14.82,6.69,99.23,55.93,0.202,41.19,52.48,33.27,57.2,0.22,9.85,-0.005,0.48,0.28,3.94,-0.06,4.24,4997.3,107.18,49.74,4.856,0.207,0.0197,1.197,-0.0026,0.667,OVERHEATING,0,81.62,2,6,0.032
5531.9,14.81,8.32,123.21,58.11,0.252,46.99,52.48,39.09,30.3,0.09,10.3,0.004,0.25,0.11,4.12,0.05,4.02,5064.2,203.24,50.79,5.319,0.212,0.0237,1.182,0.0014,0.609,OVERHEATING,0,80.54,2,7,0.041
5224.8,14.76,7.33,108.23,58.97,0.177,44.49,52.48,37.49,36.0,-0.06,9.78,-0.052,0.3,-0.07,3.91,-0.65,4.03,5082.0,198.15,51.7,5.635,0.208,0.025,1.088,-0.0035,0.625,OVERHEATING,0,79.43,2,8,0.05
5041.1,14.76,7.12,105.14,60.37,0.188,42.93,52.48,34.66,35.8,0.2,10.01,-0.03,0.3,0.25,4.0,-0.38,4.21,5077.9,188.39,52.56,5.946,0.206,0.0245,1.045,-0.0025,0.653,OVERHEATING,0,78.29,2,9,0.06
5154.3,14.82,7.44,110.22,61.39,0.197,43.8,52.48,35.34,25.7,0.21,9.88,-0.028,0.21,0.26,3.95,-0.35,4.17,5088.3,189.44,54.55,5.205,0.203,0.0229,0.933,-0.0002,0.647,OVERHEATING,0,77.12,2,10,0.07
4949.5,14.79,6.68,98.81,62.77,0.17,41.72,52.48,34.91,76.5,0.09,10.35,-0.04,0.64,0.11,4.14,-0.5,4.2,5081.4,193.07,56.36,4.545,0.2,0.0249,0.797,-0.0038,0.651,OVERHEATING,0,75.93,2,11,0.081
5102.7,14.87,7.25,107.83,63.51,0.24,43.14,52.48,35.05,34.9,0.17,10.14,0.018,0.29,0.21,4.06,0.22,4.2,5074.5,190.93,57.87,4.146,0.2,0.0253,0.723,0.0026,0.65,OVERHEATING,0,74.72,2,12,0.092
5119.5,14.79,7.39,109.28,64.16,0.225,43.32,52.48,34.93,57.9,0.33,9.91,0.004,0.48,0.41,3.96,0.05,4.19,5104.3,171.4,59.24,3.721,0.203,0.0262,0.635,0.0013,0.651,OVERHEATING,0,73.49,2,13,0.103
5218.4,14.87,7.67,113.98,65.37,0.252,44.05,52.48,35.47,42.7,0.31,10.25,0.024,0.36,0.39,4.1,0.3,4.21,5125.4,171.13,60.5,3.43,0.208,0.03,0.607,0.0041,0.645,OVERHEATING,0,72.24,2,14,0.116
4820.6,14.77,6.68,98.67,65.67,0.212,40.97,52.48,32.29,42.5,0.31,9.96,0.007,0.35,0.39,3.98,0.09,4.31,5104.0,193.12,61.62,3.085,0.211,0.0284,0.541,0.0006,0.677,OVERHEATING,0,70.97,2,15,0.128
5187.7,14.84,7.58,112.46,66.3,0.247,43.63,52.48,35.31,72.2,0.38,9.86,0.023,0.6,0.47,3.94,0.29,4.18,5135.0,178.62,62.66,2.717,0.216,0.03,0.455,-0.0003,0.647,OVERHEATING,0,69.68,2,16,0.141
5058.4,14.82,6.97,103.27,67.03,0.196,42.9,52.48,35.65,36.1,0.01,9.97,-0.023,0.3,0.01,3.99,-0.29,4.13,5087.7,120.43,63.55,2.534,0.21,0.0279,0.448,0.0011,0.643,OVERHEATING,1,68.38,2,17,0.155
5052.5,14.76,7.26,107.13,67.97,0.251,43.2,52.48,34.25,15.4,0.26,10.33,0.031,0.13,0.32,4.13,0.39,4.27,5070.5,111.58,64.45,2.337,0.218,0.0279,0.422,0.0035,0.658,OVERHEATING,1,67.06,2,18,0.169
5139.4,14.8,7.59,112.37,68.3,0.237,43.72,52.48,34.36,27.2,0.4,10.09,0.013,0.23,0.5,4.04,0.16,4.26,5080.3,112.88,65.25,2.155,0.223,0.0265,0.384,0.0022,0.656,OVERHEATING,1,65.73,2,19,0.183
5352.8,14.82,8.03,119.0,69.3,0.209,45.31,52.48,36.66,45.9,0.33,10.46,-0.027,0.38,0.41,4.18,-0.34,4.18,5100.1,138.66,66.04,2.043,0.224,0.0256,0.363,0.0022,0.633,OVERHEATING,1,64.39,2,20,0.197
5106.3,14.77,7.15,105.54,69.86,0.226,43.37,52.48,35.89,45.8,0.09,10.56,0.005,0.38,0.11,4.22,0.06,4.18,5115.8,129.28,66.75,2.016,0.229,0.0182,0.353,-0.0008,0.641,OVERHEATING,1,63.03,2,21,0.212
5156.6,14.81,7.52,111.43,70.5,0.213,43.59,52.48,35.0,56.3,0.36,10.77,-0.011,0.47,0.45,4.31,-0.14,4.28,5121.2,129.75,67.45,1.984,0.227,0.0185,0.352,-0.0007,0.65,OVERHEATING,1,61.65,2,22,0.228
4987.6,14.78,7.11,105.02,70.78,0.246,42.52,52.48,33.61,23.7,0.29,10.71,0.03,0.2,0.36,4.28,0.38,4.34,5108.0,135.81,68.11,1.878,0.229,0.0193,0.301,-0.0003,0.664,OVERHEATING,1,60.27,2,23,0.243
5006.8,14.74,7.07,104.28,71.45,0.215,42.56,52.48,34.24,51.8,0.27,11.07,0.0,0.43,0.34,4.43,0.0,4.33,5086.9,133.43,68.72,1.878,0.225,0.018,0.321,0.0002,0.658,OVERHEATING,1,58.87,2,24,0.259
4952.2,14.8,7.1,105.15,72.26,0.23,42.27,52.48,32.86,11.0,0.34,11.61,0.016,0.09,0.42,4.64,0.2,4.47,5100.0,111.15,69.38,1.849,0.227,0.0175,0.331,-0.0009,0.671,OVERHEATING,1,57.46,2,25,0.276
5186.4,14.78,7.65,113.11,72.69,0.225,44.17,52.48,35.08,28.2,0.34,11.67,-0.002,0.23,0.43,4.67,-0.03,4.37,5099.9,111.05,70.01,1.779,0.225,0.0162,0.314,0.0016,0.649,OVERHEATING,1,56.04,2,26,0.293
5258.1,14.83,7.79,115.46,73.43,0.267,44.66,52.48,35.82,24.4,0.28,12.04,0.035,0.2,0.35,4.82,0.44,4.38,5119.9,119.43,70.65,1.741,0.232,0.0175,0.303,0.0009,0.642,OVERHEATING,1,54.61,2,27,0.31
5139.0,14.76,7.53,111.18,74.16,0.216,43.62,52.48,34.72,52.5,0.4,12.5,-0.007,0.44,0.5,5.0,-0.09,4.48,5128.5,117.35,71.27,1.777,0.228,0.0169,0.326,-0.0012,0.653,OVERHEATING,1,53.17,2,28,0.327
5267.0,14.75,7.99,117.81,74.73,0.265,44.79,52.48,35.28,46.5,0.52,12.76,0.034,0.39,0.65,5.1,0.43,4.51,5141.3,124.56,71.92,1.748,0.231,0.0201,0.302,0.0031,0.647,OVERHEATING,1,51.72,2,29,0.345
5257.5,14.82,8.11,120.18,75.49,0.233,44.5,52.48,34.4,46.2,0.66,13.23,0.003,0.38,0.82,5.29,0.04,4.62,5131.8,110.91,72.53,1.807,0.234,0.0187,0.313,0.0004,0.656,OVERHEATING,1,50.25,2,30,0.363
4955.6,14.77,7.2,106.36,75.76,0.257,42.2,52.48,32.55,32.8,0.48,13.38,0.044,0.27,0.6,5.35,0.55,4.69,5116.7,122.93,73.12,1.8,0.237,0.0197,0.292,0.0024,0.675,OVERHEATING,1,48.78,2,31,0.381
5152.6,14.82,7.7,114.2,76.92,0.255,43.72,52.48,34.07,33.5,0.49,14.33,0.03,0.28,0.61,5.73,0.38,4.74,5116.3,122.8,73.77,1.892,0.241,0.0186,0.341,0.0005,0.659,OVERHEATING,1,47.3,2,32,0.399
5385.4,14.77,8.24,121.78,77.88,0.206,45.66,52.48,36.49,55.3,0.48,14.99,-0.031,0.46,0.6,6.0,-0.39,4.72,5156.1,138.15,74.48,1.969,0.237,0.0212,0.357,-0.0005,0.635,OVERHEATING,1,45.81,2,33,0.418
5273.6,14.74,7.81,115.07,78.14,0.194,44.81,52.48,36.26,54.3,0.34,15.04,-0.037,0.45,0.42,6.02,-0.46,4.72,5182.7,132.39,75.15,1.963,0.235,0.0241,0.327,-0.002,0.637,OVERHEATING,1,44.31,2,34,0.437
5107.5,14.79,7.52,111.15,79.13,0.206,43.26,52.48,34.1,53.0,0.47,15.9,-0.015,0.44,0.59,6.36,-0.19,4.93,5198.3,111.97,75.83,2.034,0.232,0.0256,0.358,-0.0011,0.659,OVERHEATING,1,42.8,2,35,0.457
4967.8,14.79,7.15,105.66,79.77,0.218,41.97,52.48,33.01,65.4,0.48,16.5,0.006,0.55,0.6,6.6,0.08,5.04,5176.4,131.75,76.54,2.049,0.232,0.0259,0.352,-0.0027,0.67,OVERHEATING,1,41.28,2,36,0.477
5000.3,14.82,7.3,108.16,80.19,0.212,42.38,52.48,32.88,39.4,0.49,16.86,-0.003,0.33,0.61,6.74,-0.04,5.1,5150.6,138.3,77.22,2.026,0.226,0.0236,0.335,-0.0002,0.671,OVERHEATING,1,39.76,2,37,0.497
5096.0,14.85,7.89,117.14,81.16,0.207,42.96,52.48,32.14,56.3,0.88,17.73,-0.013,0.47,1.1,7.09,-0.16,5.3,5146.3,139.26,77.92,2.058,0.225,0.0241,0.357,-0.0032,0.679,OVERHEATING,1,38.22,2,38,0.517
5344.0,14.76,8.38,123.74,81.65,0.2,45.5,52.48,35.08,36.4,0.68,18.0,-0.036,0.3,0.85,7.2,-0.45,5.2,5154.0,147.6,78.61,2.033,0.219,0.0211,0.342,-0.0018,0.649,OVERHEATING,1,36.68,2,39,0.537
5074.9,14.77,7.79,115.0,82.54,0.274,43.02,52.48,32.33,55.6,0.83,18.83,0.055,0.46,1.04,7.53,0.69,5.44,5135.8,144.94,79.31,2.051,0.223,0.0267,0.377,0.0009,0.677,OVERHEATING,1,35.13,2,40,0.558
5305.5,14.83,8.38,124.23,83.5,0.247,44.82,52.48,34.19,52.9,0.82,19.62,0.014,0.44,1.03,7.85,0.17,5.48,5170.8,139.35,80.09,2.024,0.222,0.0256,0.366,-0.0004,0.658,OVERHEATING,1,33.57,2,41,0.579
4961.4,14.79,7.37,109.02,84.31,0.209,41.85,52.48,31.87,73.1,0.74,20.44,-0.002,0.61,0.93,8.18,-0.03,5.66,5151.6,152.98,80.83,2.081,0.217,0.0232,0.357,0.0002,0.681,OVERHEATING,1,32.01,2,42,0.601
5251.2,14.82,8.31,123.13,85.07,0.238,44.44,52.48,33.45,47.0,0.88,21.07,0.008,0.39,1.1,8.43,0.1,5.72,5138.2,136.93,81.55,2.178,0.221,0.0237,0.385,0.0024,0.665,OVERHEATING,1,30.43,2,43,0.622
4989.7,14.79,7.27,107.54,85.38,0.198,42.36,52.48,32.86,41.3,0.49,21.37,-0.017,0.34,0.61,8.55,-0.21,5.74,5109.8,135.34,82.27,2.129,0.221,0.0232,0.347,-0.0004,0.671,OVERHEATING,1,28.85,2,44,0.644
5009.3,14.8,7.45,110.21,85.95,0.203,42.24,52.48,32.45,71.7,0.7,21.94,-0.011,0.6,0.88,8.78,-0.14,5.86,5100.0,138.67,82.95,2.106,0.221,0.0234,0.343,-0.0008,0.676,OVERHEATING,1,27.27,2,45,0.666
5060.1,14.79,8.01,118.46,87.2,0.247,42.99,52.48,31.11,37.4,1.04,23.16,0.028,0.31,1.3,9.26,0.35,6.14,5109.2,132.5,83.7,2.162,0.223,0.0247,0.389,0.0019,0.689,OVERHEATING,1,25.67,2,46,0.688
5191.2,14.82,8.13,120.57,88.12,0.224,43.98,52.48,33.01,41.3,0.84,23.98,-0.003,0.34,1.05,9.59,-0.04,6.17,5128.3,129.14,84.49,2.185,0.225,0.0244,0.387,0.0009,0.67,OVERHEATING,1,24.07,2,47,0.711
5354.5,14.75,8.86,130.74,89.18,0.224,45.41,52.48,33.4,61.1,1.2,24.89,-0.011,0.51,1.5,9.96,-0.14,6.34,5154.2,144.98,85.29,2.286,0.226,0.0237,0.418,0.0013,0.666,OVERHEATING,1,22.46,2,48,0.734
5073.2,14.86,7.81,116.0,89.64,0.229,43.0,52.48,32.02,25.4,0.78,25.32,0.009,0.21,0.97,10.13,0.11,6.41,5127.1,131.67,86.09,2.27,0.229,0.022,0.394,-0.0025,0.68,OVERHEATING,1,20.85,2,49,0.757
5030.4,14.8,7.78,115.18,90.65,0.225,42.56,52.48,31.44,55.0,0.93,26.34,0.009,0.46,1.16,10.54,0.11,6.6,5122.6,134.09,86.9,2.306,0.224,0.0162,0.397,-0.0012,0.686,OVERHEATING,1,19.22,2,50,0.78
5222.8,14.84,8.33,123.67,91.21,0.26,44.0,52.48,32.77,63.6,1.02,26.82,0.033,0.53,1.28,10.73,0.41,6.65,5114.4,124.79,87.67,2.329,0.226,0.0183,0.383,0.0028,0.672,OVERHEATING,1,17.6,2,51,0.804
5310.6,14.84,8.54,126.67,92.47,0.231,44.97,52.48,33.64,36.7,0.93,27.96,-0.003,0.31,1.16,11.18,-0.04,6.8,5149.3,125.95,88.49,2.436,0.228,0.0175,0.411,-0.0004,0.664,OVERHEATING,1,15.96,2,52,0.827
5139.8,14.81,7.95,117.72,93.63,0.246,43.63,52.48,32.81,34.8,0.78,29.08,0.022,0.29,0.98,11.63,0.27,7.0,5138.2,121.28,89.34,2.584,0.229,0.0181,0.458,0.0027,0.672,OVERHEATING,1,14.32,2,53,0.851
4770.7,14.87,6.81,101.3,93.92,0.216,40.34,52.48,30.49,34.6,0.54,29.5,0.013,0.29,0.68,11.8,0.16,7.11,5116.3,159.77,90.2,2.544,0.231,0.0157,0.443,0.0007,0.695,OVERHEATING,1,12.67,2,54,0.876
5150.0,14.8,8.14,120.5,94.39,0.225,43.61,52.48,32.24,50.8,0.98,29.93,0.001,0.42,1.23,11.97,0.01,7.17,5130.3,155.88,91.04,2.39,0.233,0.013,0.399,-0.0012,0.678,OVERHEATING,1,11.02,2,55,0.9
5457.1,14.8,8.81,130.4,96.03,0.281,46.32,52.48,35.45,38.3,0.81,31.38,0.038,0.32,1.01,12.55,0.48,7.32,5170.0,181.41,91.92,2.439,0.236,0.0192,0.439,0.0032,0.645,OVERHEATING,1,9.36,2,56,0.925
5191.2,14.78,8.23,121.7,96.77,0.251,44.07,52.48,32.7,44.8,0.95,32.07,0.025,0.37,1.19,12.83,0.31,7.52,5170.0,181.41,92.79,2.47,0.239,0.0193,0.422,0.0015,0.673,OVERHEATING,1,7.69,2,57,0.95
5179.0,14.83,8.11,120.22,97.81,0.272,43.86,52.48,32.87,39.8,0.85,33.08,0.046,0.33,1.06,13.23,0.58,7.68,5152.5,170.9,93.65,2.564,0.244,0.0209,0.454,0.0024,0.671,OVERHEATING,1,6.02,2,58,0.975
5048.4,14.79,7.8,115.33,98.63,0.226,42.82,52.48,31.73,45.8,0.88,33.92,0.008,0.38,1.1,13.57,0.1,7.85,5150.0,172.2,94.55,2.576,0.243,0.0211,0.443,0.0001,0.683,OVERHEATING,1,4.35,2,59,1.0
7908.7,14.77,14.32,211.42,36.09,0.286,64.95,36.18,57.45,62.0,0.37,-28.62,-0.129,0.52,0.46,-11.45,-1.61,6.29,7908.7,0.0,36.09,0.0,0.286,0.0,0.0,0.0,0.425,BEARING_DEGRADATION,0,154.98,3,0,0.0
7671.8,14.81,13.25,196.21,41.2,0.354,63.2,36.18,56.51,16.9,-0.06,11.74,-0.046,0.14,-0.08,4.7,-0.58,3.46,7790.2,118.45,38.65,2.555,0.32,0.034,0.0,0.0,0.435,BEARING_DEGRADATION,0,153.87,3,1,0.002
7756.1,14.8,14.11,208.81,46.11,0.485,63.88,36.18,54.87,23.6,0.54,12.33,0.079,0.2,0.67,4.93,0.99,3.67,7778.9,98.04,41.13,4.091,0.375,0.0826,2.505,0.0498,0.451,BEARING_DEGRADATION,0,152.44,3,2,0.006
7485.1,14.91,12.63,188.33,50.0,0.443,61.08,36.18,54.68,38.3,0.0,12.62,0.06,0.32,0.0,5.05,0.75,3.68,7705.4,152.94,43.35,5.224,0.392,0.0773,2.318,0.0262,0.453,BEARING_DEGRADATION,0,150.85,3,3,0.011
7595.3,14.82,13.06,193.54,53.03,0.412,62.24,36.18,55.59,52.3,0.12,12.31,0.021,0.44,0.15,4.92,0.26,3.58,7683.4,143.71,45.29,6.068,0.396,0.0696,2.117,0.0158,0.444,BEARING_DEGRADATION,0,149.15,3,4,0.018
7792.0,14.77,14.0,206.74,55.97,0.397,64.24,36.18,56.19,31.6,0.34,12.05,-0.011,0.26,0.42,4.82,-0.14,3.52,7701.5,137.29,47.07,6.822,0.396,0.0636,1.988,0.0111,0.438,BEARING_DEGRADATION,0,147.36,3,5,0.025
8007.9,14.86,14.86,220.87,58.73,0.581,65.42,36.18,57.09,55.6,0.54,11.75,0.157,0.46,0.67,4.7,1.96,3.59,7745.3,166.29,48.73,7.52,0.423,0.0875,1.887,0.0246,0.429,BEARING_DEGRADATION,0,145.5,3,6,0.032
7880.1,14.74,13.78,203.04,60.68,0.285,65.2,36.18,59.18,19.1,-0.22,11.05,-0.131,0.16,-0.28,4.42,-1.64,3.32,7762.1,161.81,50.23,8.068,0.405,0.0936,1.756,-0.0001,0.408,BEARING_DEGRADATION,0,143.57,3,7,0.041
7808.8,14.81,13.96,206.76,62.57,0.532,64.25,36.18,56.55,26.0,0.22,10.63,0.122,0.22,0.28,4.25,1.53,3.39,7767.3,153.26,51.6,8.539,0.419,0.0968,1.655,0.0154,0.435,BEARING_DEGRADATION,0,141.59,3,8,0.05
7628.3,14.81,13.4,198.36,64.05,0.233,62.79,36.18,54.95,23.4,0.25,10.18,-0.163,0.2,0.31,4.07,-2.04,3.49,7753.4,151.26,52.84,8.92,0.401,0.1075,1.553,-0.0029,0.45,BEARING_DEGRADATION,0,139.56,3,9,0.06
7923.4,14.83,14.31,212.15,65.44,0.507,65.24,36.18,57.58,9.2,0.13,9.58,0.086,0.08,0.16,3.83,1.08,3.16,7754.9,152.83,55.78,7.666,0.423,0.1043,1.347,0.0085,0.424,BEARING_DEGRADATION,0,137.48,3,10,0.07
7728.6,14.78,13.6,201.12,66.55,0.312,63.68,36.18,56.36,31.0,0.15,9.08,-0.091,0.26,0.19,3.63,-1.14,3.17,7760.6,150.67,58.31,6.534,0.419,0.1078,1.136,-0.0096,0.436,BEARING_DEGRADATION,0,135.36,3,11,0.081
7788.9,14.79,13.91,205.76,67.7,0.594,64.01,36.18,56.39,45.9,0.3,8.75,0.187,0.38,0.38,3.5,2.34,3.31,7763.8,150.9,60.47,5.652,0.43,0.1189,0.983,0.0084,0.436,BEARING_DEGRADATION,0,133.2,3,12,0.092
7983.9,14.82,14.74,218.34,68.59,0.407,65.76,36.18,57.23,11.7,0.36,8.13,-0.018,0.1,0.45,3.25,-0.23,2.99,7813.7,131.74,62.33,4.911,0.426,0.119,0.864,-0.0003,0.428,BEARING_DEGRADATION,0,131.01,3,13,0.103
7236.7,14.77,12.29,181.6,68.9,0.245,59.98,36.18,51.25,-6.1,0.3,7.62,-0.122,-0.05,0.37,3.05,-1.52,3.36,7777.9,211.17,63.92,4.155,0.409,0.1309,0.718,-0.0084,0.488,BEARING_DEGRADATION,0,128.78,3,14,0.116
7993.4,14.83,14.95,221.66,69.58,0.661,65.82,36.18,56.58,8.5,0.52,7.02,0.234,0.07,0.65,2.81,2.93,3.27,7798.0,220.94,65.28,3.507,0.436,0.1509,0.603,0.0044,0.434,BEARING_DEGRADATION,0,126.51,3,15,0.128
7869.3,14.87,14.4,214.02,70.52,0.486,64.58,36.18,55.91,14.4,0.42,6.92,0.07,0.12,0.52,2.77,0.88,2.98,7784.1,211.48,66.46,3.06,0.426,0.1443,0.547,0.0112,0.441,BEARING_DEGRADATION,0,124.22,3,16,0.141
7853.9,14.8,14.06,208.09,70.97,0.317,64.88,36.18,57.17,-0.3,0.08,6.43,-0.099,-0.0,0.1,2.57,-1.24,2.87,7781.5,210.44,67.49,2.646,0.429,0.1414,0.467,-0.0119,0.428,BEARING_DEGRADATION,1,121.9,3,17,0.155
7720.0,14.81,13.76,203.86,71.31,0.592,63.52,36.18,55.42,26.1,0.32,6.04,0.189,0.22,0.4,2.42,2.36,3.12,7772.6,210.97,68.36,2.298,0.435,0.1468,0.403,0.0199,0.446,BEARING_DEGRADATION,1,119.55,3,18,0.169
